Acc. Surface Area [m^2/g],Void Fraction,PLD,LCD,Density,Channel Volume,Pressure [kPa],H_ads [kJ/mol]
800.267,0.40507,3.85059,5.48546,1.35113,70.2273,3000.0,-3504.518310546875
3587.88,0.81752,9.00478,16.2767,0.584063,5299.4,3000.0,-2457.20849609375
1515.87,0.478319,5.67384,6.77716,0.893362,159.632,3000.0,-3287.004150390625
3467.85,0.733695,7.51209,9.05075,0.717836,1191.2,3000.0,-2598.392578125
2477.97,0.660766,8.53393,9.31018,0.761129,2061.17,3000.0,-2998.341064453125
60.3546,0.130936,3.89586,4.81718,2.02712,10.1786,3000.0,-3344.398681640625
3586.51,0.686655,9.09053,10.16578,0.557252,846.707,3000.0,-2568.99560546875
1150.27,0.388049,5.17036,6.86297,1.08522,557.149,3000.0,-3062.18505859375
4994.55,0.797822,8.52356,11.88109,0.44611,6336.32,3000.0,-2447.96728515625
2461.75,0.739093,7.73251,13.93473,0.846749,2070.75,3000.0,-2341.857421875
4526.11,0.803294,10.14962,14.14205,0.479951,2500.6,3000.0,-2214.1123046875
5451.4,0.843866,11.75715,12.97532,0.369682,1917.79,3000.0,-2244.35107421875
886.527,0.468105,7.8095,9.5927,1.27629,5.11393,3000.0,-3644.511962890625
1679.4,0.564838,16.52928,16.9431,0.689298,734.588,3000.0,-2024.414306640625
2123.09,0.590581,6.63319,8.70358,0.948041,407.094,3000.0,-2873.55810546875
2197.7,0.604545,4.50138,6.53494,0.872955,414.453,3000.0,-3602.676025390625
5637.76,0.943183,19.78433,22.43899,0.168004,21259.4,3000.0,-1146.7034912109375
920.652,0.423008,5.31611,5.92419,1.21831,14.5857,3000.0,-3570.357421875
3572.78,0.736228,7.62125,15.25695,0.589931,2879.53,3000.0,-2192.58447265625
93.0964,0.0812732,3.41064,3.97871,1.52219,2.734,3000.0,-3649.79150390625
3465.02,0.712052,6.05581,7.8849,0.677875,889.124,3000.0,-3551.764892578125
2374.38,0.710287,10.4853,11.22548,0.713141,466.691,3000.0,-3034.92822265625
862.767,0.361693,3.60161,5.49268,1.23908,121.858,3000.0,-3319.48876953125
2207.8,0.710641,22.25624,22.53329,0.537128,1397.04,3000.0,-1757.908447265625
475.663,0.237515,5.0248,5.55089,1.53062,52.6376,3000.0,-2910.834716796875
2014.39,0.681804,7.19989,9.03374,1.06253,382.04,3000.0,-2794.336181640625
2408.52,0.739623,6.67551,16.03878,0.839258,4199.71,3000.0,-2674.30615234375
239.158,0.145751,3.90737,4.12303,1.61004,6.52314,3000.0,-3076.32275390625
444.731,0.212922,4.48969,5.11255,1.32162,36.7153,3000.0,-3004.24560546875
757.28,0.306539,5.21566,6.9261,1.17673,209.77,3000.0,-3227.816162109375
103.908,0.161508,3.42433,3.93292,1.90269,1.60542,3000.0,-3743.24169921875
2812.82,0.644834,5.71049,7.49577,0.892829,294.811,3000.0,-2754.389404296875
426.37,0.22888,3.70714,4.43647,1.22209,9.27227,3000.0,-4628.9189453125
3917.11,0.724727,6.61227,8.36089,0.737,638.069,3000.0,-2597.5126953125
1462.92,0.515606,9.51549,10.09738,0.940414,732.543,3000.0,-2662.590576171875
937.599,0.321929,4.25485,5.28728,1.21127,83.368,3000.0,-3157.179443359375
926.537,0.45931,4.65216,5.13287,1.15119,48.205,3000.0,-3923.02294921875
882.744,0.443209,6.01514,7.17433,1.32712,82.2846,3000.0,-3476.34375
2649.96,0.538643,5.02544,7.09891,0.785898,355.99,3000.0,-2735.36669921875
891.426,0.367346,7.93695,8.15015,1.23257,110.923,3000.0,-2922.57373046875
1974.27,0.593302,6.37739,7.16526,0.905685,242.632,3000.0,-3459.791259765625
1083.68,0.356849,4.72631,5.65859,1.10323,73.0723,3000.0,-3111.716796875
1214.28,0.497746,4.20603,6.87343,1.21605,312.748,3000.0,-3377.8994140625
967.553,0.394775,3.57517,4.88751,1.34317,47.0813,3000.0,-3248.981201171875
1024.34,0.451618,5.22347,5.67478,1.2756,49.4409,3000.0,-3572.27099609375
1778.03,0.701966,10.13009,10.43814,0.962746,448.801,3000.0,-3059.6572265625
2271.29,0.555741,4.57799,6.18885,0.802746,394.547,3000.0,-3447.441650390625
950.434,0.436326,10.1627,10.27835,1.15374,506.357,3000.0,-2824.582275390625
1123.76,0.394675,4.03384,6.01111,1.17815,78.5091,3000.0,-3154.406494140625
4828.52,0.838179,11.1818,14.60444,0.389591,2439.99,3000.0,-2032.600830078125
737.24,0.380351,5.56684,5.82161,1.04764,70.9239,3000.0,-3693.326904296875
4985.0,0.808445,8.6233,11.89436,0.469971,1196.0,3000.0,-2321.806884765625
4797.45,0.797738,9.62763,11.12887,0.464984,1156.09,3000.0,-2415.42578125
289.446,0.300231,3.34815,4.33781,1.52232,37.8892,3000.0,-3243.747314453125
5212.67,0.868594,14.55817,18.40466,0.32786,5790.52,3000.0,-1883.6378173828125
1789.43,0.512712,4.17332,6.78154,1.05917,122.831,3000.0,-3110.99951171875
2057.33,0.612049,8.6622,8.96636,0.789488,539.379,3000.0,-2828.32373046875
1538.35,0.555357,3.57052,4.58556,1.08588,66.8083,3000.0,-3531.463623046875
2406.82,0.701883,7.75194,8.084,0.758889,316.848,3000.0,-3308.74072265625
2585.24,0.630993,6.63907,7.99277,0.795414,644.314,3000.0,-3288.01171875
3019.59,0.762186,9.09565,16.19671,0.657643,4659.27,3000.0,-2383.702392578125
2040.04,0.632297,7.68785,8.18686,0.809755,274.623,3000.0,-3299.9404296875
458.272,0.226384,5.37152,6.11015,1.47299,99.6402,3000.0,-3293.971435546875
1271.82,0.479488,5.83776,6.70648,1.06347,90.2654,3000.0,-3540.810791015625
5409.61,0.84865,10.78389,14.83024,0.343559,3491.36,3000.0,-2012.7550048828125
2192.07,0.709628,6.27497,12.62898,0.958175,2124.16,3000.0,-2427.916748046875
4223.86,0.737461,6.38265,9.26481,0.638987,555.063,3000.0,-2826.516357421875
232.886,0.161037,3.7548,4.52265,1.82617,8.41092,3000.0,-3518.718505859375
3835.6,0.657503,5.48932,7.591,0.651257,475.512,3000.0,-2589.023681640625
870.194,0.430649,4.17496,5.6703,1.00517,72.9639,3000.0,-3566.5283203125
2174.88,0.557343,5.98462,7.37131,0.843305,188.415,3000.0,-3040.38720703125
452.193,0.26129,3.62398,4.07893,1.18859,3.6007,3000.0,-4208.4609375
2415.45,0.605746,5.5286,7.65576,0.876424,340.481,3000.0,-2933.211181640625
374.131,0.220289,4.01494,4.94053,1.43043,68.7277,3000.0,-3170.754638671875
1855.76,0.590665,4.42103,5.09393,0.986135,80.4091,3000.0,-4024.578369140625
4753.7,0.889219,13.47309,18.11275,0.334391,6419.11,3000.0,-1690.177490234375
2085.46,0.610323,5.45896,7.75717,0.954451,1308.09,3000.0,-3064.6640625
1142.82,0.43612,6.12201,6.79837,1.08392,141.059,3000.0,-3578.00537109375
2269.39,0.755943,7.87687,11.45716,0.917364,1771.8,3000.0,-2587.50341796875
268.489,0.174304,4.05297,4.96949,1.40516,28.1521,3000.0,-2956.056396484375
1542.37,0.5563,6.65704,7.39819,0.96894,158.342,3000.0,-3659.452392578125
821.514,0.393097,9.89543,10.01009,1.23019,466.608,3000.0,-2938.797607421875
5476.26,0.836508,10.79011,14.58941,0.353384,2972.69,3000.0,-1993.93115234375
5142.9,0.826176,10.77,13.33239,0.376373,3171.46,3000.0,-2146.118896484375
3664.65,0.828208,9.34189,16.24889,0.570512,5453.99,3000.0,-2445.781494140625
2700.51,0.627172,5.62663,6.75407,0.832164,335.437,3000.0,-3184.5859375
3763.62,0.704358,5.87733,8.05655,0.650793,1172.83,3000.0,-3169.96923828125
1489.3,0.509322,5.10149,6.25716,1.05911,173.208,3000.0,-3658.9619140625
1200.66,0.412143,5.12609,6.38223,1.1133,250.572,3000.0,-3077.914306640625
3967.25,0.76715,11.24262,12.92345,0.54514,3603.55,3000.0,-2734.780517578125
1026.46,0.382419,3.50175,5.57532,1.15165,203.621,3000.0,-3251.0810546875
672.114,0.285873,3.67352,5.09475,1.24571,22.0154,3000.0,-3677.39599609375
1772.3,0.57666,4.98089,6.109,1.12812,78.7671,3000.0,-3028.4931640625
238.664,0.205345,3.34538,5.63608,1.99213,28.5514,3000.0,-3605.4208984375
4269.11,0.823338,7.33376,18.74957,0.460638,5119.26,3000.0,-2473.769287109375
1008.31,0.484611,5.0405,6.724,1.20976,66.886,3000.0,-3667.85400390625
2196.96,0.689683,12.97785,13.36565,0.699764,786.156,3000.0,-2731.275634765625
2710.7,0.69818,6.56601,9.86178,0.812017,740.47,3000.0,-2836.968017578125
1128.21,0.546059,5.92475,7.62557,1.5056,573.641,3000.0,-3268.731201171875
1854.45,0.646346,17.60025,17.76075,0.642189,756.189,3000.0,-2250.9365234375
4286.51,0.792663,7.8103,10.14813,0.490102,1816.27,3000.0,-2652.017578125
3226.08,0.68098,9.00638,10.76822,0.672384,1669.14,3000.0,-2415.61572265625
4136.04,0.788442,8.71904,13.97546,0.50573,2476.22,3000.0,-2183.838134765625
1667.54,0.506057,7.18082,7.88825,0.90817,252.006,3000.0,-3079.742919921875
1851.94,0.636304,5.67313,7.35697,0.92614,132.903,3000.0,-3795.54296875
1923.32,0.691167,21.61833,21.94921,0.591491,1263.69,3000.0,-1859.0697021484375
4044.78,0.819932,7.83023,15.03783,0.521331,2952.72,3000.0,-2461.06689453125
1353.19,0.48123,9.10484,9.55225,0.94268,167.544,3500.0,-3148.233642578125
719.319,0.292887,3.81609,5.23818,1.32525,47.0815,3500.0,-3642.10302734375
2050.89,0.586607,6.47866,7.0501,0.807828,254.129,3500.0,-3425.452392578125
116.565,0.115039,3.53045,3.93033,1.5557,1.57814,3500.0,-3602.74609375
319.532,0.197535,4.94412,5.40904,1.5909,31.0201,3500.0,-3820.63427734375
6044.03,0.88209,11.90508,18.41802,0.274788,4727.74,3500.0,-1781.4759521484375
637.523,0.270163,4.82155,5.44654,1.40228,88.5499,3500.0,-3265.34326171875
4166.03,0.727303,5.63393,8.23505,0.67988,328.395,3500.0,-2750.87255859375
4767.49,0.872905,12.33041,18.35662,0.3563,6795.64,3500.0,-1906.4344482421875
1557.53,0.445844,5.26843,5.78183,0.992244,109.522,3500.0,-3273.285888671875
1077.8,0.448229,6.85494,7.67884,1.14958,74.5068,3500.0,-3430.047607421875
2695.48,0.653141,4.97766,9.18803,0.83294,1010.26,3500.0,-2815.98388671875
292.596,0.227562,3.90257,4.90626,1.65753,43.8119,3500.0,-4061.28076171875
2320.37,0.691295,7.50828,8.90988,0.758424,356.414,3500.0,-3311.10400390625
6895.55,0.96124,26.44333,27.28585,0.10338,34302.6,3500.0,-1103.980224609375
609.859,0.238532,5.5019,6.80242,1.23498,106.84,3500.0,-3416.822509765625
310.725,0.15549,4.88842,5.65624,1.66872,49.8768,3500.0,-3135.697265625
3313.76,0.885596,30.12775,30.35455,0.304447,4843.19,3500.0,-1646.159423828125
321.72,0.197721,4.07396,4.56585,1.45448,16.082,3500.0,-3518.48974609375
2877.75,0.648059,6.73231,7.28113,0.727592,405.33,3500.0,-3244.439208984375
256.734,0.222981,3.80694,4.83162,1.7127,22.5643,3500.0,-3529.15576171875
418.036,0.288081,3.5552,4.6944,1.30512,23.7035,3500.0,-3120.04443359375
624.038,0.296902,3.68297,4.55438,1.37923,18.7463,3500.0,-3275.555419921875
5130.53,0.846762,11.98041,15.08647,0.387944,1867.32,3500.0,-2319.456298828125
1405.89,0.579978,4.04503,8.33873,1.25652,381.428,3500.0,-3279.53076171875
1161.96,0.459147,3.91309,5.70856,1.05709,140.247,3500.0,-3243.068603515625
543.081,0.304241,3.96928,4.49299,1.48392,8.57872,3500.0,-3839.48828125
2950.55,0.694685,6.18071,7.93044,0.807934,697.222,3500.0,-2993.85791015625
2426.47,0.573716,4.582,6.55257,0.842545,296.466,3500.0,-3125.7412109375
883.267,0.453008,4.49928,5.03772,1.3129,40.2254,3500.0,-3746.60791015625
2989.81,0.807676,6.60039,13.65341,0.690586,3218.71,3500.0,-2310.86181640625
2028.42,0.630908,9.57665,10.01686,0.838723,564.085,3500.0,-2925.966552734375
1648.56,0.500699,4.92994,6.33858,1.00261,178.476,3500.0,-3224.3232421875
4652.18,0.72119,6.27049,8.4008,0.602638,501.815,3500.0,-2777.230712890625
905.956,0.418664,4.46025,6.05818,1.25274,58.6774,3500.0,-4044.347412109375
3163.48,0.787583,8.96769,16.21376,0.664114,4726.14,3500.0,-2658.461181640625
1353.7,0.599721,8.13323,8.85997,1.11962,251.703,3500.0,-3348.544677734375
1218.12,0.586084,6.75933,7.04005,1.24715,65.0265,3500.0,-3877.725830078125
709.833,0.28062,7.59887,7.72087,1.20392,243.969,3500.0,-2899.6767578125
1044.83,0.46513,4.59995,6.25349,1.125,50.789,3500.0,-3644.2861328125
4659.54,0.827732,10.47913,13.67182,0.400998,3848.84,3500.0,-2345.266845703125
3903.81,0.688005,10.33005,12.61277,0.48581,1945.37,3500.0,-2269.796630859375
684.72,0.320821,4.14866,5.86358,1.54485,75.0277,3500.0,-3169.866943359375
1912.47,0.520035,4.83213,6.08102,0.862002,374.283,3500.0,-3129.0986328125
923.743,0.386791,3.48226,5.94587,1.2201,48.2279,3500.0,-3319.375
1438.24,0.592658,21.01368,21.21007,0.749008,1221.89,3500.0,-1873.93359375
1271.95,0.678182,12.96761,13.33199,1.19854,837.321,3500.0,-2758.503662109375
6104.51,0.892137,13.06889,18.17956,0.26224,3755.37,3500.0,-1904.20263671875
1589.56,0.508979,7.16467,7.83196,0.972846,225.018,3500.0,-3012.762939453125
4065.94,0.808717,10.62303,16.45523,0.426286,3356.28,3500.0,-1940.69482421875
632.022,0.374927,5.84257,6.31105,1.20324,75.3737,3500.0,-3472.22509765625
607.323,0.314051,3.38672,4.96985,1.46405,19.8199,3500.0,-3015.922607421875
1929.01,0.800538,16.2706,16.35588,0.719965,1323.58,3500.0,-2538.560546875
633.882,0.301016,6.25134,9.32403,1.2383,332.175,3500.0,-3158.368896484375
4914.97,0.84806,10.86331,14.70462,0.381553,2494.93,3500.0,-2156.788330078125
1224.08,0.456443,6.25902,7.42041,1.08832,225.12,3500.0,-3586.2373046875
4467.71,0.786847,7.58532,16.57381,0.443177,3375.0,3500.0,-2157.229736328125
366.851,0.21454,4.27879,4.43538,1.30702,0.678938,3500.0,-3037.7626953125
2905.74,0.727709,11.81476,12.02329,0.612591,607.269,3500.0,-2972.69970703125
1818.89,0.621575,7.67058,8.05657,0.97937,320.263,3500.0,-3138.325439453125
901.943,0.440851,6.28705,6.5693,1.34242,105.94,3500.0,-3639.374267578125
5745.15,0.886976,12.40421,17.21859,0.27118,4498.67,3500.0,-1866.175537109375
448.758,0.288906,4.27272,4.61456,1.69401,26.6593,3500.0,-3363.068359375
2901.42,0.71699,11.09332,11.36151,0.640402,617.532,3500.0,-2899.52099609375
592.912,0.342874,3.85093,4.53193,1.98883,30.4414,3500.0,-3384.6865234375
1039.95,0.434488,9.54543,9.88221,1.04916,453.257,3500.0,-2798.0703125
4059.64,0.79671,8.44198,12.86755,0.539812,2098.24,3500.0,-2460.766845703125
861.11,0.428056,6.46527,7.20057,1.36989,106.203,3500.0,-3409.612548828125
2244.37,0.533119,4.81447,6.23895,0.812374,418.374,3500.0,-3380.269287109375
439.634,0.29232,3.82976,5.11423,2.054,72.7213,3500.0,-3061.77001953125
624.185,0.333833,4.31513,5.8543,1.5663,69.6057,3500.0,-3287.667724609375
493.433,0.191445,4.289,4.67015,1.41629,18.0912,3500.0,-3694.340576171875
1153.93,0.495585,4.09745,8.5636,1.27169,195.277,3500.0,-3122.91650390625
713.711,0.465322,3.50727,4.99124,0.989693,27.7349,3500.0,-3420.927001953125
2510.08,0.67395,8.73683,10.45254,0.741843,976.467,3500.0,-2998.4638671875
823.705,0.327819,5.83256,7.96297,1.44325,114.25,3500.0,-2858.232421875
4367.26,0.866445,15.07921,20.51629,0.368143,6259.36,3500.0,-1996.885498046875
1427.04,0.453131,4.56473,5.72858,0.957227,135.37,3500.0,-3494.125244140625
2002.53,0.71368,11.11872,12.09189,0.948346,1506.34,3500.0,-2408.270263671875
2257.11,0.716028,21.58651,21.9185,0.531455,1305.91,3500.0,-1892.50390625
2733.2,0.531798,6.02374,8.62664,0.740346,541.79,3500.0,-2691.246337890625
1727.49,0.635937,5.0844,11.42466,1.20516,1483.44,3500.0,-2884.856201171875
290.611,0.210961,4.16633,4.36317,1.30994,14.1027,3500.0,-2902.45703125
2982.28,0.847388,25.19529,25.85042,0.371645,3742.69,3500.0,-1687.9906005859375
2697.45,0.664159,5.9591,9.04346,0.799337,1155.44,3500.0,-3081.34130859375
449.792,0.220984,3.96039,5.3955,1.51911,25.3787,3500.0,-3218.594482421875
3896.45,0.796851,7.89815,15.05513,0.573726,1865.19,3500.0,-2556.525390625
249.976,0.316086,3.58438,4.40333,1.1992,8.16831,3500.0,-3327.160888671875
3374.33,0.726264,6.24978,9.73165,0.720586,810.327,3500.0,-2775.595458984375
5075.63,0.82845,11.51248,15.76742,0.369786,3600.38,3500.0,-2209.625
920.422,0.389733,3.81236,5.23715,1.15722,27.5287,3500.0,-3842.61376953125
3341.14,0.763286,8.35281,13.23447,0.602211,2391.27,3500.0,-2236.57470703125
3747.77,0.821358,9.30885,16.34717,0.556327,5331.45,3500.0,-2550.872802734375
1271.68,0.49051,4.4771,6.5216,1.29845,293.766,3500.0,-3204.639404296875
1644.62,0.64505,10.22661,13.96564,0.982859,1288.12,3500.0,-2815.231201171875
1186.09,0.411128,4.64716,5.73734,1.1609,67.7637,3500.0,-2783.5908203125
5777.86,0.843008,12.17362,15.8178,0.35257,2518.71,3500.0,-2101.2197265625
435.379,0.173037,3.92612,4.76508,1.41072,25.7543,3500.0,-3198.2724609375
1008.93,0.384888,8.20993,8.41793,1.24739,148.342,3500.0,-3234.989501953125
2981.31,0.700176,4.54822,10.31258,0.834187,1159.76,3500.0,-2923.03955078125
3843.22,0.774829,8.34195,12.17681,0.532454,1353.89,3500.0,-2477.176025390625
820.913,0.384914,3.85387,5.87841,1.38187,201.13,3500.0,-3219.1884765625
2429.87,0.696959,10.17792,11.10796,0.720485,459.425,3500.0,-2969.24462890625
859.261,0.305891,5.52439,5.73034,1.29446,48.7475,3500.0,-3558.027099609375
1281.05,0.515659,4.98538,6.65014,1.02257,354.554,3500.0,-3665.728759765625
1146.65,0.474955,6.45391,7.38751,1.087,125.606,3500.0,-3581.714111328125
202.777,0.128539,4.19529,4.4416,1.82662,12.9437,3500.0,-3321.013671875
997.859,0.409614,4.98653,6.78962,1.3198,633.873,3500.0,-3134.275634765625
3806.42,0.806056,10.55218,14.76051,0.526934,2648.7,3500.0,-2224.905517578125
2859.63,0.679311,4.63072,7.16389,0.817178,412.1,3500.0,-3341.29541015625
5132.4,0.712572,6.37274,8.20555,0.556334,826.783,3500.0,-2746.36328125
3298.91,0.663802,8.99977,11.22584,0.641974,905.302,3500.0,-2468.1630859375
728.022,0.366942,3.47586,5.29273,1.28029,24.8506,3500.0,-3483.896240234375
597.663,0.361543,5.58287,6.33925,1.47856,64.1989,3500.0,-3676.014892578125
2641.23,0.751702,9.64348,10.06896,0.647967,541.034,3500.0,-3136.051025390625
3577.95,0.816677,8.34151,16.2706,0.584375,5235.23,3500.0,-2520.56689453125
4863.88,0.817606,8.88333,10.77063,0.449054,2660.65,3500.0,-2529.67236328125
4629.22,0.759417,6.37198,9.18694,0.526618,1352.32,3500.0,-2559.178955078125
2320.29,0.527636,5.676,7.7664,0.93549,627.698,3500.0,-2758.02783203125
3521.37,0.826364,11.54992,15.63525,0.556739,4147.99,3500.0,-2277.922119140625
3509.74,0.801882,7.94324,15.91682,0.602882,5072.13,3500.0,-2598.5458984375
1645.49,0.480756,5.3043,6.81911,0.955657,554.204,3500.0,-3403.92236328125
1335.89,0.486319,9.5068,9.80967,0.956082,176.388,3500.0,-3099.67578125
2820.44,0.624966,5.32502,6.88215,0.941318,877.742,3500.0,-2811.31103515625
158.547,0.199935,3.36704,4.04066,1.66653,4.89511,3500.0,-3754.455322265625
1378.03,0.667868,10.71879,11.94012,1.21012,917.24,3500.0,-2908.953125
3090.7,0.792501,23.24048,23.86,0.413515,3251.16,3500.0,-1718.9744873046875
5062.44,0.844336,10.92203,16.08454,0.328825,2910.82,3500.0,-2105.3623046875
944.612,0.496732,5.54401,6.97765,1.36969,87.1025,3500.0,-3604.4248046875
1754.82,0.573381,13.09386,13.399,0.746514,455.461,3500.0,-2629.364990234375
3214.05,0.650211,5.3579,8.72376,0.805222,753.716,3500.0,-2795.96923828125
252.271,0.132857,4.65875,5.41967,1.72364,81.1591,3500.0,-2899.254150390625
5217.59,0.826077,8.88207,10.10618,0.441567,2556.27,3500.0,-2570.437744140625
1650.78,0.486274,4.92555,6.0591,0.958997,126.147,3500.0,-3411.01025390625
1148.89,0.426508,3.75673,5.6401,1.10771,118.738,3500.0,-3713.929443359375
2691.9,0.722635,6.86565,14.16049,0.744689,1789.96,3500.0,-2649.24462890625
2563.76,0.682232,13.37698,15.05316,0.705493,1453.64,3500.0,-2626.92529296875
399.592,0.17697,4.11059,4.71396,1.5068,35.8328,3500.0,-3050.44140625
163.157,0.129628,3.40174,4.55101,1.78509,5.35958,3500.0,-3367.452392578125
3456.79,0.815918,12.12403,18.60629,0.495893,5234.3,3500.0,-2173.644775390625
2647.13,0.696725,7.09005,7.67733,0.889025,522.564,3500.0,-2916.246337890625
1689.41,0.633976,6.16605,7.44812,1.01932,133.069,3500.0,-3714.193115234375
1512.24,0.521988,3.84762,7.86001,1.15925,326.968,3500.0,-3155.013671875
4407.6,0.85799,13.01007,20.1178,0.420298,5862.04,3500.0,-2116.5224609375
2391.16,0.602249,5.58735,7.71664,0.805529,881.945,3500.0,-3141.009033203125
1410.81,0.433619,3.7919,5.09329,1.12696,32.7381,3500.0,-3062.02197265625
3453.31,0.759924,7.67728,10.94306,0.640348,600.314,3500.0,-2739.704833984375
3973.57,0.762276,11.13913,13.25308,0.568778,1059.84,3500.0,-2603.6083984375
844.037,0.342577,4.26215,5.65089,1.14794,52.526,3500.0,-3285.904052734375
1765.79,0.645761,4.94555,11.61949,1.11512,1867.88,3500.0,-2881.138916015625
803.979,0.382224,4.88666,6.62847,1.49679,705.844,3500.0,-3017.10107421875
607.094,0.267308,5.45854,7.04806,1.37397,66.9424,3500.0,-3104.474853515625
556.355,0.297712,4.43745,4.93244,1.38782,69.5067,3500.0,-3432.201171875
3536.05,0.684984,6.52624,11.98523,0.618171,2029.09,3500.0,-2193.634765625
1879.65,0.521043,4.82576,6.59978,0.852697,370.0,3500.0,-3449.640625
464.692,0.246351,4.34533,5.08846,1.43975,53.0117,3500.0,-3854.21826171875
2434.89,0.664563,3.87044,11.2976,0.775887,1061.82,3500.0,-3133.53125
378.317,0.179972,3.88146,5.07946,1.50427,50.5977,3500.0,-3014.83544921875
765.828,0.297588,5.67944,6.35371,1.33702,60.2583,3500.0,-2879.14208984375
2241.8,0.706771,12.6792,13.36887,0.687468,2154.82,3500.0,-2589.653076171875
3842.59,0.839914,14.90476,20.29451,0.416714,5823.75,3500.0,-2092.026611328125
848.194,0.321719,3.72919,6.06362,1.18641,99.8516,3500.0,-3171.1640625
3546.95,0.746791,8.00818,15.11949,0.57641,2069.83,3500.0,-2471.115478515625
612.116,0.345097,3.82926,4.52257,1.95919,34.0148,3500.0,-3389.788330078125
1275.46,0.549846,20.52522,20.8319,0.742342,1030.44,3500.0,-1767.2188720703125
2670.78,0.668234,8.83464,9.60292,0.721649,594.009,3500.0,-2993.3876953125
2941.17,0.736906,7.75169,14.54935,0.714143,2763.68,3500.0,-2338.78173828125
618.781,0.496761,3.48414,7.96655,1.37352,176.126,3500.0,-3523.935546875
1747.58,0.620049,4.75702,9.29926,1.12435,541.32,3500.0,-3167.3134765625
377.605,0.245867,3.39609,4.69814,1.48143,13.1754,3500.0,-3362.788330078125
2633.12,0.68814,7.85361,8.21013,0.821369,333.399,3500.0,-3430.0986328125
3311.68,0.737479,10.40192,10.94533,0.588886,1215.34,3500.0,-2973.824951171875
2100.94,0.688963,9.30959,10.44917,0.820762,436.741,3500.0,-3199.129638671875
374.411,0.214047,4.12754,5.10874,1.66351,16.0076,3500.0,-3828.85546875
3791.72,0.663511,4.8531,6.53556,0.741812,1218.07,3500.0,-2969.75927734375
2969.4,0.606352,5.61143,7.56948,0.769799,466.398,3500.0,-3020.82568359375
673.397,0.330539,7.11623,8.13974,1.5058,269.437,3500.0,-2735.980224609375
1973.28,0.595576,4.9928,7.88653,1.01221,483.626,3500.0,-3336.656982421875
1138.2,0.331154,3.90095,5.33216,0.984165,73.392,3500.0,-3379.94873046875
2819.23,0.769925,11.94129,12.28756,0.599347,650.179,3500.0,-3021.34814453125
1435.14,0.520147,5.14223,6.58554,1.21072,106.325,3500.0,-3294.77294921875
4916.31,0.832547,11.60519,18.05348,0.425486,5345.35,3500.0,-2271.550048828125
3288.84,0.712675,7.39824,10.0749,0.743027,2089.18,3500.0,-2675.47216796875
777.86,0.372061,4.12586,5.50595,1.31783,38.2762,3500.0,-3579.39208984375
3518.3,0.759882,7.9879,10.48142,0.69264,2528.5,3500.0,-2686.90966796875
2808.54,0.729444,6.95706,7.79076,0.877474,1834.22,3500.0,-2903.3759765625
2379.69,0.588389,4.77322,5.78948,0.937798,349.493,3500.0,-3073.72509765625
701.054,0.277344,5.31605,5.82365,1.31931,76.5683,3500.0,-3394.143798828125
1159.61,0.431897,5.02369,5.94786,1.11539,54.8859,3500.0,-3219.70751953125
586.219,0.273748,5.90651,8.22014,1.37617,259.583,3500.0,-3058.14404296875
3084.3,0.735711,6.58848,12.73856,0.711359,1553.4,3500.0,-2771.783447265625
634.768,0.220133,5.35442,6.7853,1.13821,90.848,3500.0,-3171.554443359375
2449.31,0.602249,6.23699,8.54393,0.766838,1647.78,3500.0,-3036.010986328125
1316.51,0.451419,4.47,6.03885,1.07417,442.743,3500.0,-3367.9775390625
4862.95,0.798534,9.85781,12.24822,0.403275,1955.45,3500.0,-2362.0625
354.146,0.194762,3.69957,4.64648,1.21623,46.891,3500.0,-3661.554443359375
1247.55,0.522639,10.933,11.30772,0.975801,25.8003,3500.0,-3096.055419921875
4163.76,0.770488,7.77682,10.82481,0.556562,706.183,3500.0,-2777.728271484375
571.038,0.232372,5.5774,7.50482,1.27543,111.628,3500.0,-3129.255615234375
455.313,0.265254,4.3804,5.02358,1.40476,29.3174,3500.0,-3427.29052734375
1014.56,0.317211,3.76525,5.12246,1.10107,88.2176,3500.0,-3234.031494140625
2193.65,0.713666,9.11903,9.666,0.780199,396.096,3500.0,-3247.883056640625
1123.76,0.394675,4.03384,6.01111,1.17815,78.5091,3500.0,-3107.306884765625
3716.94,0.743628,8.07735,11.48912,0.636447,2018.28,3500.0,-2748.99072265625
3039.75,0.711684,6.16173,11.85111,0.77386,1025.3,3500.0,-2767.9873046875
156.226,0.134583,3.44083,3.7996,1.45801,3.08143,3500.0,-3404.76416015625
1249.8,0.447626,7.91667,8.94548,1.05135,223.313,3500.0,-3223.977294921875
1929.36,0.634257,9.76554,10.80083,0.870161,715.733,3500.0,-3061.931640625
806.192,0.299373,4.24377,5.65014,1.12811,68.6749,3500.0,-3492.647705078125
296.541,0.24371,3.56799,4.23739,1.56632,4.03604,3500.0,-4052.531494140625
289.446,0.300231,3.34815,4.33781,1.52232,37.8892,3500.0,-3377.0107421875
1010.78,0.579667,6.71263,7.13882,1.50771,222.71,3500.0,-3392.96240234375
1695.66,0.494182,5.39198,6.55789,0.968364,374.535,3500.0,-3143.87939453125
546.422,0.274452,4.22757,5.64407,1.43282,90.2421,3500.0,-3404.31298828125
893.673,0.450422,3.52899,7.23126,1.38519,156.19,3500.0,-3058.667724609375
556.188,0.339343,4.4752,4.71483,1.3251,15.4578,3500.0,-3679.037841796875
