Acc. Surface Area [m^2/g],Void Fraction,PLD,LCD,Density,Channel Volume,Pressure [kPa],H_ads [kJ/mol],CO2 Uptake [g/g]
4057.41,0.704817,4.9969,7.66693,0.633288,720.892,5000.0,-3227.765380859375,821.8506469726562
2545.61,0.700414,7.09778,11.78281,0.794555,1309.6,5000.0,-3062.77099609375,650.2200927734375
1719.01,0.583682,15.76883,16.08773,0.688509,667.134,5000.0,-2513.153564453125,586.0103759765625
480.082,0.316249,3.41565,4.56273,1.21345,5.74121,5000.0,-4060.7421875,160.9402618408203
1693.27,0.534695,7.20289,9.38868,0.888834,555.338,5000.0,-3097.36376953125,443.07305908203125
4385.59,0.835074,9.67536,12.69006,0.445527,2079.01,5000.0,-2433.141357421875,1290.4334716796875
148.239,0.124022,3.61567,4.64859,2.78037,21.5306,5000.0,-2959.087890625,31.31710433959961
3994.65,0.802928,8.36196,12.96652,0.539361,2155.36,5000.0,-2563.7451171875,1078.9173583984375
3594.51,0.706729,6.78732,9.25813,0.663346,1036.68,5000.0,-3148.989013671875,763.75830078125
1203.4,0.443759,5.8988,7.80667,1.18534,345.416,5000.0,-3146.209716796875,244.20310974121094
2992.73,0.697407,6.92159,8.81802,0.754368,1025.61,5000.0,-3028.10302734375,702.1802368164062
4890.1,0.821013,9.04989,13.66915,0.414614,2914.55,5000.0,-2536.085693359375,1413.8720703125
2368.16,0.563206,5.69302,8.25648,0.811477,246.33,5000.0,-3121.905517578125,496.3073425292969
1605.02,0.513934,3.43598,11.43992,0.913329,463.166,5000.0,-3078.454833984375,377.444091796875
2543.46,0.62184,4.60993,10.18663,0.7778,979.928,5000.0,-2882.53125,568.4342651367188
1998.72,0.603089,5.47594,10.22092,0.97944,942.934,5000.0,-3027.996826171875,480.909912109375
1726.48,0.510089,5.05609,7.18689,1.02938,320.861,5000.0,-3053.837646484375,362.786376953125
2691.61,0.714611,6.56815,10.19299,0.794415,1359.96,5000.0,-2921.29541015625,634.1882934570312
1148.89,0.426508,3.75673,5.6401,1.10771,118.738,5000.0,-3741.773681640625,300.21014404296875
2184.34,0.683408,10.42869,11.02562,0.774043,454.598,5000.0,-3027.243408203125,643.7662963867188
387.593,0.347493,3.53695,5.29429,1.64186,48.7932,5000.0,-3591.241943359375,148.6571807861328
2566.83,0.725038,9.79307,10.29368,0.703499,473.472,5000.0,-3286.8974609375,788.78564453125
3245.35,0.86842,26.71864,27.2669,0.326244,4867.06,5000.0,-1945.7498779296875,1721.16748046875
3758.81,0.715645,5.82334,8.15393,0.686101,1224.67,5000.0,-3162.219482421875,759.0091552734375
3215.82,0.765603,8.7466,15.0627,0.615261,2999.92,5000.0,-2602.0458984375,866.1533203125
4809.34,0.767905,8.34735,11.0381,0.483504,2245.44,5000.0,-2762.338134765625,1107.9862060546875
1078.07,0.392449,4.25947,6.46109,1.24035,162.548,5000.0,-2853.796142578125,188.1498565673828
3211.2,0.767306,7.4889,15.26792,0.647626,4044.02,5000.0,-2714.781982421875,844.7276000976562
301.641,0.170074,3.8322,4.88877,1.51271,44.2721,5000.0,-3890.229248046875,69.70431518554688
3018.91,0.658433,5.70645,6.57412,0.788307,1894.63,5000.0,-3175.728515625,565.8077392578125
925.813,0.474459,5.74071,6.70938,1.45617,119.288,5000.0,-3514.63671875,210.09091186523438
1463.83,0.58773,21.10667,21.2406,0.743569,1249.8,5000.0,-2223.721435546875,537.2876586914062
4538.95,0.811454,10.48154,12.83808,0.441157,1876.26,5000.0,-2583.52294921875,1343.451904296875
1261.57,0.417392,5.93272,6.46305,0.915886,170.179,5000.0,-3631.688720703125,323.30438232421875
381.477,0.310714,3.83396,4.46507,2.37886,7.42968,5000.0,-3306.418701171875,118.11946105957031
2818.24,0.856639,28.52009,28.79068,0.38042,4392.24,5000.0,-1919.1953125,1489.3062744140625
3555.22,0.796192,9.05061,13.01729,0.552939,1631.22,5000.0,-2588.5107421875,1040.7113037109375
1413.14,0.485464,8.81195,9.5856,0.967941,657.615,5000.0,-2811.95263671875,342.8823547363281
3340.36,0.671132,6.0085,8.21103,0.674992,1066.61,5000.0,-3166.514404296875,713.2884521484375
1385.59,0.52198,6.80507,7.84546,1.02325,192.95,5000.0,-3380.967529296875,373.2365417480469
816.755,0.291829,3.61098,5.41042,1.17169,111.05,5000.0,-3644.95361328125,181.26748657226562
4942.13,0.843169,10.50305,13.26409,0.384109,2737.69,5000.0,-2579.668212890625,1567.652099609375
385.723,0.216816,4.12953,4.67537,1.57541,24.1337,5000.0,-3684.0380859375,89.80091094970703
3775.14,0.625136,6.74541,7.63557,0.606138,576.738,5000.0,-2794.490478515625,698.3958740234375
1688.49,0.589691,3.6901,10.75847,1.03208,635.377,5000.0,-3166.650634765625,441.1683654785156
321.322,0.211279,4.41092,4.77044,1.62173,10.2409,5000.0,-4290.14453125,88.28327941894531
900.004,0.37793,6.25436,8.75697,1.25053,410.986,5000.0,-3028.528076171875,218.0063018798828
1332.36,0.563521,17.91566,18.32765,0.805486,1042.62,5000.0,-2277.563232421875,484.0909118652344
1315.75,0.579726,20.17186,20.50688,0.78614,1084.39,5000.0,-1958.4539794921875,440.4461364746094
1846.07,0.536454,4.56556,6.3226,1.01945,163.861,5000.0,-2869.603515625,338.63189697265625
495.558,0.31667,3.60751,4.87743,1.00168,38.4239,5000.0,-3287.9189453125,187.68775939941406
2335.25,0.620467,8.60329,9.26023,0.728375,490.605,5000.0,-2846.157470703125,623.0690307617188
4809.81,0.895931,14.16554,21.13394,0.300741,9159.41,5000.0,-2097.927001953125,1940.8421630859375
426.437,0.289186,4.90806,7.07698,1.92372,113.528,5000.0,-3779.3369140625,123.8013687133789
2493.37,0.754373,13.43808,13.85239,0.663424,952.119,5000.0,-2766.111572265625,823.9267578125
6298.34,0.937106,18.90155,25.30744,0.16615,19469.7,5000.0,-1745.402099609375,3188.6689453125
3303.91,0.756149,7.69926,13.15445,0.634096,1950.74,5000.0,-2794.570068359375,875.1884155273438
2452.57,0.652654,7.12658,8.05936,1.0056,327.649,5000.0,-2912.15625,499.3291015625
1728.94,0.680326,10.67369,10.97869,0.960456,457.039,5000.0,-3044.095703125,517.7164306640625
238.381,0.163918,3.60942,4.22581,1.31955,11.6907,5000.0,-3551.33984375,96.24031066894531
382.052,0.295661,3.66959,4.23448,1.24231,5.34254,5000.0,-3278.46875,145.14697265625
1948.24,0.597113,6.41806,7.56456,0.846721,218.564,5000.0,-3336.130615234375,499.7526550292969
1841.71,0.523483,4.51264,6.38692,0.889556,135.571,5000.0,-3571.150634765625,410.7646179199219
1387.78,0.467797,4.98924,6.05047,1.1177,120.921,5000.0,-2950.79248046875,276.0036926269531
2687.06,0.586284,5.27878,7.00386,0.747145,608.365,5000.0,-3214.2763671875,561.1709594726562
1422.0,0.554361,12.09481,12.63462,0.930081,383.675,5000.0,-2979.673828125,449.31524658203125
3692.56,0.735977,6.38499,7.97707,0.634975,793.827,5000.0,-2972.848876953125,806.4443969726562
379.526,0.254958,4.80014,6.00629,1.62453,51.6085,5000.0,-2387.7490234375,82.97084045410156
380.59,0.160926,3.3294,4.92447,1.12792,38.6579,5000.0,-3097.237548828125,81.60796356201172
5225.23,0.759188,7.43287,9.52064,0.499534,2193.82,5000.0,-2630.780029296875,1082.5367431640625
2526.75,0.72331,13.87129,14.14103,0.615802,780.416,5000.0,-2853.51708984375,845.8306884765625
1386.36,0.550178,5.56259,6.39131,1.08914,76.2972,5000.0,-3940.1435546875,360.8091735839844
3291.31,0.795094,9.12258,16.21012,0.643806,4807.65,5000.0,-2845.361572265625,926.7916259765625
4990.68,0.806589,9.97232,12.71792,0.43774,1685.94,5000.0,-2601.5947265625,1318.65673828125
4881.37,0.811929,9.92316,11.75366,0.429875,2805.32,5000.0,-2451.40283203125,1346.103759765625
4819.5,0.829625,7.97067,14.23462,0.446756,3661.09,5000.0,-2566.800537109375,1312.73876953125
277.153,0.192594,3.68086,4.54518,1.76866,10.737,5000.0,-3564.15234375,71.05484771728516
4605.09,0.752274,7.24051,11.52708,0.472493,2664.12,5000.0,-2615.17529296875,1091.97900390625
827.992,0.401719,4.94747,5.93347,1.75413,217.135,5000.0,-3302.296630859375,179.9637908935547
614.623,0.230339,5.91545,7.14774,1.24759,132.678,5000.0,-3224.131103515625,136.3977813720703
1539.87,0.468977,8.75936,9.51854,0.888881,320.228,5000.0,-2632.051025390625,344.7784729003906
3177.7,0.744069,8.65857,9.81093,0.665015,1662.32,5000.0,-2994.83544921875,835.3471069335938
705.256,0.326297,4.57814,5.37162,1.4326,71.1271,5000.0,-3078.170654296875,136.3033905029297
5214.39,0.930601,18.24101,20.55785,0.211574,14600.4,5000.0,-1907.165283203125,2639.900146484375
3723.75,0.791217,11.91988,13.04258,0.500417,1830.47,5000.0,-2677.15185546875,1145.8406982421875
3863.0,0.828882,9.23775,13.92506,0.531096,2855.85,5000.0,-2602.217041015625,1101.9117431640625
2331.72,0.719501,5.9284,12.68979,0.965909,1647.86,5000.0,-2790.921875,535.1400756835938
943.535,0.305971,6.50441,8.96097,1.09156,387.572,5000.0,-2761.94091796875,174.7152099609375
2664.48,0.641946,5.42285,9.37722,0.754124,1545.38,5000.0,-3134.568115234375,611.4529418945312
571.235,0.306016,4.49403,6.44438,1.66572,102.059,5000.0,-2901.742919921875,111.5411605834961
2109.39,0.613442,5.71798,9.0929,0.89286,977.133,5000.0,-2896.706787109375,493.77935791015625
4078.24,0.806832,8.49393,15.29946,0.492916,2463.87,5000.0,-2553.5654296875,1167.2178955078125
5346.03,0.888536,12.74761,15.12646,0.305345,4027.97,5000.0,-2272.480712890625,1983.420166015625
528.813,0.31332,5.0794,5.74173,1.53621,70.3304,5000.0,-3468.4453125,113.24198913574219
497.05,0.371283,3.55058,8.19783,2.07177,314.808,5000.0,-3116.627685546875,126.2043228149414
2691.9,0.722635,6.86565,14.16049,0.744689,1789.96,5000.0,-2822.032470703125,703.0274658203125
569.749,0.303948,3.6006,5.96519,1.38973,85.8596,5000.0,-3228.096923828125,134.04815673828125
1790.54,0.54848,4.51839,5.82853,0.937223,111.242,5000.0,-3100.614990234375,369.5107421875
3804.56,0.774542,8.2327,11.71987,0.589623,1903.71,5000.0,-2678.527099609375,948.1259765625
330.892,0.248042,3.79446,4.82793,2.25745,10.6188,5000.0,-3508.9375,77.64952087402344
114.429,0.103596,3.48048,4.0475,1.65563,4.51168,5000.0,-3886.69287109375,41.86468505859375
1040.73,0.457326,3.81039,6.0176,1.42157,108.648,5000.0,-3208.84521484375,234.67446899414062
2423.53,0.713364,7.79338,8.13531,0.762963,324.53,5000.0,-3229.222900390625,685.5658569335938
1625.54,0.55942,19.66918,19.9166,0.77145,1002.05,5000.0,-2273.56689453125,555.5872192382812
1256.92,0.432327,5.19219,6.07392,1.20982,222.362,5000.0,-3058.4111328125,207.54791259765625
4162.83,0.810834,9.84533,15.19178,0.484402,2437.97,5000.0,-2566.154052734375,1191.49755859375
2805.9,0.604171,6.49722,8.28323,0.781485,437.058,5000.0,-3152.771240234375,560.175048828125
2886.52,0.719609,9.30743,10.74408,0.76469,1008.14,5000.0,-2975.89208984375,677.6632080078125
3126.29,0.681359,4.30179,10.39751,0.791466,840.686,5000.0,-3172.4423828125,645.8450317382812
1404.6,0.440809,4.55538,5.15062,1.03753,38.8189,5000.0,-3884.744140625,313.11102294921875
943.592,0.410684,3.73711,6.208,1.18822,203.809,5000.0,-3325.63037109375,222.9149169921875
246.257,0.294688,3.53741,4.67456,1.77365,11.3641,5000.0,-2830.628662109375,115.79103088378906
284.63,0.205319,3.49256,4.45052,1.63221,18.1818,5000.0,-3219.8232421875,75.00043487548828
1929.06,0.607605,6.61794,6.95847,0.88669,111.987,5000.0,-3687.286865234375,517.1649169921875
911.563,0.392426,8.97679,9.45991,1.07039,411.113,5000.0,-3119.36572265625,253.69358825683594
2563.76,0.682232,13.37698,15.05316,0.705493,1453.64,5000.0,-2888.54296875,672.6754150390625
1838.43,0.565588,6.82064,7.79296,0.860649,215.007,5000.0,-3329.10693359375,481.4136047363281
399.592,0.17697,4.11059,4.71396,1.5068,35.8328,5000.0,-3017.372802734375,74.2118148803711
828.958,0.351244,3.59798,5.10961,1.3083,41.6814,5000.0,-3392.399169921875,188.9300079345703
2120.03,0.56249,6.13604,7.22689,0.829062,263.951,5000.0,-3146.8857421875,442.9422607421875
703.684,0.337862,7.2417,8.23028,1.4705,279.727,5000.0,-2792.458251953125,130.19100952148438
2761.61,0.779439,9.44649,13.63917,0.68943,1756.54,5000.0,-2619.14306640625,809.0291137695312
1771.53,0.645652,19.48348,19.77993,0.717073,1216.02,5000.0,-2492.680419921875,657.2775268554688
3994.95,0.752687,7.40411,10.18959,0.582961,846.476,5000.0,-3008.14208984375,989.9526977539062
2970.35,0.683441,8.37811,9.85164,0.729422,2448.27,5000.0,-2996.959228515625,659.3400268554688
2676.27,0.595355,5.59028,7.96513,0.719526,740.981,5000.0,-3234.054931640625,578.2064208984375
1781.25,0.581297,13.94565,14.33084,0.736886,465.091,5000.0,-2734.896728515625,555.1227416992188
5306.01,0.881511,11.20612,12.2124,0.364265,10276.9,5000.0,-2526.578857421875,1738.0821533203125
966.784,0.459262,3.46146,6.40054,1.29911,141.4,5000.0,-3027.93798828125,231.1809844970703
3519.3,0.745785,8.23256,10.57516,0.613454,1021.58,5000.0,-2898.9208984375,867.8606567382812
3504.03,0.854776,15.3333,20.59457,0.450195,6331.28,5000.0,-2213.1943359375,1279.847412109375
658.613,0.299271,3.95514,5.24359,1.25852,57.3465,5000.0,-3771.41357421875,142.27011108398438
163.157,0.129628,3.40174,4.55101,1.78509,5.35958,5000.0,-3218.241943359375,69.78564453125
2702.59,0.818684,19.83058,20.75911,0.476355,1917.66,5000.0,-2409.908203125,1228.758056640625
1563.91,0.460969,3.8681,5.77666,0.992452,382.59,5000.0,-3220.859130859375,305.8515930175781
3872.88,0.745771,6.37454,13.1891,0.626919,1801.15,5000.0,-2799.29248046875,865.8844604492188
3456.79,0.815918,12.12403,18.60629,0.495893,5234.3,5000.0,-2469.234619140625,1134.7720947265625
1615.13,0.653238,6.23556,7.58318,1.0145,144.683,5000.0,-3636.914306640625,459.9923095703125
928.888,0.438884,9.05109,9.40458,1.20161,139.769,5000.0,-3383.48876953125,276.65576171875
1254.17,0.522386,6.72138,7.7387,1.07957,148.841,5000.0,-3547.38330078125,356.5812683105469
2647.13,0.696725,7.09005,7.67733,0.889025,522.564,5000.0,-2943.759765625,570.6224975585938
4473.93,0.815637,10.29331,12.23812,0.479154,1936.18,5000.0,-2724.233642578125,1249.550048828125
998.049,0.323615,4.98365,6.08362,1.13603,40.1435,5000.0,-3386.2724609375,206.60137939453125
2017.98,0.608542,14.56589,14.71053,0.673695,487.978,5000.0,-2721.951171875,639.566162109375
1451.37,0.693729,11.10285,11.791,1.07539,436.295,5000.0,-3217.5791015625,491.7575378417969
1312.1,0.479666,5.16735,5.73167,1.0354,64.6629,5000.0,-3487.5712890625,315.5550231933594
2618.84,0.781016,7.46965,16.28583,0.798676,4681.53,5000.0,-2706.708251953125,703.1729736328125
2357.78,0.693981,7.7203,8.32341,0.851304,528.312,5000.0,-2953.718017578125,588.4569091796875
1007.89,0.44403,3.80873,5.4794,1.32395,55.6069,5000.0,-3290.626953125,209.7420196533203
1837.79,0.574119,5.73848,6.90699,1.01799,650.027,5000.0,-3051.749267578125,379.6020202636719
2478.96,0.597828,5.48132,9.0027,0.809363,801.614,5000.0,-3088.986572265625,529.8628540039062
1899.04,0.520764,5.01317,7.04707,0.913588,192.785,5000.0,-3238.880615234375,401.2886047363281
1588.42,0.58314,4.81354,8.43202,1.13828,423.644,5000.0,-3126.674560546875,372.56585693359375
1366.94,0.509142,6.28732,7.63471,1.02297,140.595,5000.0,-3289.197998046875,355.48858642578125
1764.81,0.627111,7.77795,9.81294,1.00644,618.97,5000.0,-2971.395263671875,457.34478759765625
978.0,0.465505,5.97836,6.52371,1.34923,26.9183,5000.0,-3254.763671875,232.1832275390625
4455.42,0.88294,11.77882,12.55588,0.394564,4836.15,5000.0,-2447.898193359375,1562.4759521484375
1689.41,0.633976,6.16605,7.44812,1.01932,133.069,5000.0,-3595.387939453125,455.7491455078125
5747.25,0.941237,21.55465,21.98742,0.165441,20280.1,5000.0,-1807.7791748046875,3280.7001953125
721.331,0.323998,3.37275,5.47353,1.2328,157.964,5000.0,-3603.83056640625,170.32298278808594
4641.45,0.819579,10.95727,12.99916,0.420824,2205.87,5000.0,-2518.323974609375,1390.8427734375
1878.82,0.430429,5.92165,7.77991,0.824815,282.737,5000.0,-2646.322021484375,318.818603515625
964.47,0.406679,4.19094,5.18862,1.18394,84.0982,5000.0,-3345.619873046875,210.3330535888672
602.236,0.407789,4.76094,4.88932,1.42757,21.4465,5000.0,-3062.2880859375,149.107421875
3835.21,0.761653,7.7589,14.74806,0.524461,2203.38,5000.0,-2644.0361328125,1023.2422485351562
599.933,0.374801,3.62914,5.62619,1.92721,54.2852,5000.0,-3208.814453125,131.6671905517578
1361.95,0.471494,5.05831,5.88707,1.27736,124.33,5000.0,-3159.30078125,258.0792236328125
984.903,0.554738,8.8905,11.57421,1.54969,1129.93,5000.0,-2769.294189453125,249.07008361816406
1512.24,0.521988,3.84762,7.86001,1.15925,326.968,5000.0,-3322.052978515625,321.1694641113281
3193.97,0.702469,5.81978,8.08024,0.737767,1266.86,5000.0,-3292.087158203125,669.7793579101562
1508.75,0.564789,7.1955,8.0534,0.985636,209.219,5000.0,-3408.165283203125,419.3427734375
3923.51,0.842661,13.9676,20.41479,0.423068,5962.16,5000.0,-2166.80126953125,1337.558837890625
1608.89,0.623108,6.25129,6.51399,0.97911,86.8513,5000.0,-3494.533447265625,421.9022216796875
2976.65,0.782958,7.68361,10.74233,0.707748,1362.07,5000.0,-2697.974365234375,792.5443725585938
1575.62,0.517195,6.73139,7.93081,0.933825,190.67,5000.0,-3284.588623046875,386.97430419921875
92.765,0.252681,3.56935,4.09908,2.20605,3.44476,5000.0,-3538.817138671875,96.81298065185547
2032.38,0.681315,7.61356,9.78773,0.994683,875.599,5000.0,-2966.47607421875,496.8329162597656
1363.05,0.552513,6.04453,7.32159,1.26865,1619.88,5000.0,-2957.989501953125,297.0572814941406
4026.66,0.765989,8.79999,10.96934,0.534031,1375.67,5000.0,-2839.31494140625,1053.0445556640625
3763.49,0.887703,37.63051,38.19351,0.236224,8901.09,5000.0,-1484.037109375,1956.1240234375
2838.23,0.685039,9.95119,10.41733,0.677698,1141.03,5000.0,-2978.135498046875,757.2794799804688
2041.82,0.548743,5.00296,7.307,0.974412,400.42,5000.0,-3244.124267578125,415.53521728515625
1617.36,0.565359,5.72184,6.98342,1.37925,994.642,5000.0,-2968.817626953125,295.373046875
1649.98,0.506777,4.18363,5.23555,1.00387,67.7204,5000.0,-3387.97119140625,344.7771911621094
616.492,0.293432,6.86636,8.13238,1.58944,266.26,5000.0,-2898.93701171875,117.34843444824219
248.643,0.148365,4.55274,5.0141,1.91924,53.9982,5000.0,-3363.057861328125,52.15464401245117
4911.26,0.803867,8.60282,10.98776,0.489413,779.111,5000.0,-2645.19189453125,1207.18017578125
2716.78,0.675375,5.87922,8.1961,0.787627,1118.77,5000.0,-3378.103759765625,662.6310424804688
1917.07,0.630454,7.87224,9.5745,0.971064,580.539,5000.0,-3177.362060546875,476.4823303222656
607.068,0.339817,3.45715,5.16116,1.22867,27.4641,5000.0,-3147.367919921875,139.71096801757812
2810.19,0.669153,6.09315,8.6173,0.786569,673.643,5000.0,-3180.440673828125,603.6814575195312
2950.4,0.720254,6.58792,10.18099,0.751449,1397.04,5000.0,-2936.478271484375,664.1026611328125
4583.56,0.808688,9.46121,11.1779,0.481443,6500.89,5000.0,-2650.192138671875,1194.0247802734375
617.801,0.366625,3.69917,4.53149,1.23613,28.0653,5000.0,-3575.396484375,210.29537963867188
1618.49,0.595082,4.44243,8.48149,1.15478,460.683,5000.0,-3162.631103515625,370.6572265625
2403.65,0.614467,7.58036,9.7502,0.738045,1853.29,5000.0,-3018.998046875,585.581787109375
3534.5,0.899112,36.48522,36.98517,0.251919,7455.79,5000.0,-1644.334716796875,2049.27880859375
2519.94,0.714008,9.57218,10.71581,0.708035,575.26,5000.0,-2959.723388671875,757.8312377929688
2143.67,0.625479,6.4792,7.17299,0.867346,276.216,5000.0,-3351.109619140625,515.7290649414062
2757.18,0.675079,6.0355,8.9999,0.853416,1031.28,5000.0,-3078.182373046875,561.0689697265625
1705.98,0.617221,20.41145,20.72669,0.658136,1132.41,5000.0,-2168.444580078125,605.6343383789062
2223.48,0.770567,8.28475,14.01366,0.883647,3254.16,5000.0,-2749.498291015625,632.8176879882812
3696.99,0.683444,9.72985,11.41734,0.529161,1268.05,5000.0,-2662.571533203125,887.981201171875
693.263,0.324434,4.70934,6.27213,1.23291,90.7193,5000.0,-3363.06787109375,177.65504455566406
1028.14,0.461363,11.7051,12.20098,1.11762,313.211,5000.0,-2734.305908203125,289.45526123046875
1794.84,0.573949,5.28085,7.75446,0.961146,152.73,5000.0,-3449.27490234375,414.69183349609375
1298.2,0.564146,20.28762,20.57588,0.764879,1019.04,5000.0,-2154.725341796875,460.8055725097656
2244.76,0.693431,9.1522,9.63104,0.7579,376.459,5000.0,-3241.47607421875,648.3046264648438
568.155,0.260659,4.5908,5.31429,1.25127,14.1996,5000.0,-3649.13720703125,130.44415283203125
743.132,0.326338,3.83095,5.32933,1.21104,31.1671,5000.0,-3318.043212890625,162.8837432861328
997.683,0.421517,3.65992,4.97394,1.28269,47.2764,5000.0,-3510.412109375,225.39883422851562
3002.31,0.604701,4.89178,7.47586,0.780372,220.338,5000.0,-3083.48193359375,553.1907958984375
233.252,0.16576,3.34785,4.51248,1.58978,14.3986,5000.0,-3368.591796875,72.5113754272461
1963.23,0.624427,8.17007,8.68716,0.846979,268.586,5000.0,-3289.308349609375,535.770751953125
3289.22,0.75137,11.31954,11.65808,0.556519,720.929,5000.0,-3009.56005859375,994.7571411132812
1171.09,0.439449,8.55622,8.87197,1.04953,146.399,5000.0,-3029.590087890625,293.09576416015625
4407.6,0.85799,13.01007,20.1178,0.420298,5862.04,5000.0,-2394.751708984375,1432.5025634765625
5937.05,0.864106,10.84809,16.44605,0.305312,2832.2,5000.0,-2329.93310546875,1943.72021484375
1716.27,0.601059,4.83275,8.47968,1.11727,477.97,5000.0,-3283.969482421875,402.07440185546875
1044.25,0.443555,3.65781,5.45702,1.17113,37.9814,5000.0,-3714.388671875,264.2417907714844
236.556,0.131275,4.56607,5.09464,1.65298,21.3272,5000.0,-2951.068603515625,43.59703063964844
139.284,0.243258,4.91599,5.18176,1.51557,28.7544,5000.0,-2695.797119140625,75.39722442626953
3121.29,0.730105,8.14355,11.36861,0.748896,997.449,5000.0,-2568.76953125,685.6464233398438
4829.13,0.751236,7.5368,9.19361,0.518833,624.498,5000.0,-2688.43798828125,1047.8162841796875
744.458,0.363749,3.66672,4.67787,1.25081,38.1899,5000.0,-3898.6435546875,208.87069702148438
1353.84,0.479176,8.72903,9.23682,0.944381,166.975,5000.0,-3286.74267578125,365.3168640136719
870.094,0.329481,5.02373,5.8025,1.28719,122.767,5000.0,-3043.079833984375,179.1329345703125
52.8563,0.26865,3.30856,3.49339,2.0126,0.0731814,5000.0,-2782.677978515625,54.37513732910156
3871.2,0.729208,6.35471,13.49227,0.640171,1696.7,5000.0,-2865.474853515625,835.1297607421875
2599.25,0.669566,7.5062,10.34413,0.821699,782.208,5000.0,-2647.95654296875,551.9365844726562
542.628,0.401869,3.38645,6.34828,1.34118,81.4896,5000.0,-3252.678955078125,180.40415954589844
1429.38,0.442938,4.25642,6.91434,1.01094,391.538,5000.0,-3202.07861328125,302.7292175292969
1140.01,0.493044,6.06087,8.75631,1.33566,207.971,5000.0,-3045.74853515625,253.29171752929688
3428.96,0.731137,6.22351,12.98917,0.669231,1698.52,5000.0,-2868.4462890625,800.9005737304688
1674.75,0.601809,7.59797,8.88719,0.955402,218.043,5000.0,-3146.009521484375,438.7078857421875
3638.46,0.714199,6.08562,8.02379,0.658321,911.459,5000.0,-3378.365234375,798.0021362304688
1277.3,0.572937,6.02859,6.45112,1.154,75.3024,5000.0,-3904.852783203125,342.0566711425781
2528.35,0.6695,5.66439,10.38415,0.828462,1126.78,5000.0,-2938.442138671875,560.8555297851562
2238.26,0.731088,6.25759,15.44025,0.855405,1581.59,5000.0,-2877.69970703125,607.1298217773438
1149.8,0.439183,3.66295,4.97878,1.16325,47.9551,5000.0,-3611.544677734375,256.6725769042969
452.583,0.219534,7.42379,7.60374,1.36601,119.111,5000.0,-3626.126708984375,120.33155822753906
5692.15,0.856627,14.57725,17.29823,0.307706,5674.77,5000.0,-2336.0458984375,1888.9542236328125
1517.52,0.563823,15.17672,15.47094,0.784045,635.726,5000.0,-2631.24951171875,507.3502197265625
2391.16,0.602249,5.58735,7.71664,0.805529,881.945,5000.0,-3185.31201171875,530.2967529296875
4297.73,0.865399,15.30572,20.5291,0.374303,6370.44,5000.0,-2253.447021484375,1570.0458984375
3956.45,0.776787,9.44914,12.01826,0.494706,1672.05,5000.0,-2644.3017578125,1129.246826171875
4661.57,0.846661,10.46127,12.69389,0.410441,4271.67,5000.0,-2496.535400390625,1507.0865478515625
1469.74,0.537484,5.82332,6.65437,1.16809,218.721,5000.0,-3251.5361328125,344.8017883300781
3309.51,0.788844,8.33065,14.61399,0.555046,3279.83,5000.0,-2702.393310546875,1030.791259765625
619.734,0.292939,3.96691,4.76966,1.54896,75.9192,5000.0,-3514.99658203125,140.2078399658203
2410.16,0.583131,4.26012,7.0234,0.902952,290.049,5000.0,-3153.136962890625,461.8740539550781
1688.06,0.580053,6.87369,7.50313,0.993441,286.893,5000.0,-3420.3115234375,395.1142272949219
3126.2,0.680733,6.56579,8.74722,0.794777,428.99,5000.0,-2874.508056640625,648.1356201171875
3988.03,0.756814,10.22693,12.0759,0.512211,1227.41,5000.0,-2605.79931640625,1049.0870361328125
268.658,0.107678,3.71986,5.50169,1.20976,30.5021,5000.0,-2621.9951171875,34.26823043823242
1974.72,0.517167,3.91911,6.18513,1.03783,106.673,5000.0,-3152.35888671875,382.26739501953125
663.432,0.36581,3.91855,4.25399,1.33959,7.53117,5000.0,-3568.3466796875,234.09056091308594
2875.12,0.583333,7.77309,10.21372,0.683514,773.381,5000.0,-2574.939208984375,553.8965454101562
645.412,0.418931,3.46103,5.76613,1.00806,146.923,5000.0,-2885.06005859375,263.1571960449219
613.95,0.286509,3.98704,5.29143,1.50075,38.1755,5000.0,-3198.600341796875,150.2115478515625
852.127,0.296631,5.16051,5.87396,1.29088,47.9205,5000.0,-3350.276611328125,181.74156188964844
3676.62,0.810217,8.4867,16.25521,0.578597,5134.02,5000.0,-2776.212158203125,1027.3287353515625
2197.88,0.691582,7.54369,8.08319,0.823642,294.177,5000.0,-3516.517578125,628.2694702148438
1856.67,0.589203,5.07851,10.15233,0.961563,1093.27,5000.0,-3171.906982421875,420.2041931152344
1765.57,0.705266,10.39229,10.69104,0.957196,465.738,5000.0,-3123.2021484375,520.347412109375
183.046,0.145111,3.49502,5.09784,2.12068,18.5786,5000.0,-2617.300048828125,35.89954376220703
4748.73,0.761966,6.3938,9.45774,0.551356,621.125,5000.0,-2880.266845703125,1012.6170043945312
1497.43,0.523983,4.0124,7.20106,1.07606,130.76,5000.0,-3435.9326171875,332.1446838378906
793.206,0.434868,3.95804,5.19996,1.29434,58.1823,5000.0,-3624.484619140625,196.60711669921875
3075.82,0.840369,12.63616,20.06453,0.606562,5674.08,5000.0,-2352.56787109375,952.0108032226562
1696.7,0.536318,3.49332,4.81729,1.0161,151.041,5000.0,-3712.260009765625,414.9428405761719
3568.57,0.747939,7.50258,13.10108,0.632253,1861.65,5000.0,-2746.50634765625,853.6339721679688
